lsoa_code,households_total_housing,households_detached,households_semi_detached,households_terraced,households_flats_apartments,households_other_accommodation,pct_flats_apartments,pct_houses
E01000094,843,38,118,202,485,0,57.532621589561096,42.46737841043891
E01000095,737,51,190,373,123,0,16.689280868385346,83.31071913161465
E01000096,484,28,64,222,169,1,34.917355371900825,64.87603305785123
E01000097,684,41,176,364,103,0,15.058479532163743,84.94152046783626
E01000098,622,22,241,228,131,0,21.061093247588424,78.93890675241157
E01000099,935,60,229,487,158,1,16.898395721925134,82.99465240641712
E01000100,656,39,152,366,99,0,15.091463414634147,84.90853658536585
E01000101,579,39,151,321,68,0,11.744386873920552,88.25561312607945
E01000102,628,51,121,376,80,0,12.738853503184714,87.26114649681529
E01000103,533,19,357,78,79,0,14.821763602251407,85.17823639774859
E01000104,694,53,80,111,450,0,64.84149855907782,35.158501440922194
E01000105,934,25,93,317,499,0,53.426124197002146,46.57387580299786
E01000106,872,27,102,165,578,0,66.28440366972477,33.715596330275226
E01000107,601,88,156,250,107,0,17.803660565723796,82.19633943427621
E01000108,684,29,172,226,256,1,37.42690058479532,62.42690058479532
E01000110,523,47,176,250,50,0,9.560229445506693,90.43977055449331
E01000111,748,33,142,197,376,0,50.26737967914438,49.73262032085562
E01000112,700,23,131,223,321,2,45.857142857142854,53.85714285714286
E01000113,642,20,136,332,154,0,23.98753894080997,76.01246105919003
E01000114,757,37,172,413,135,0,17.8335535006605,82.1664464993395
E01000115,480,128,329,9,14,0,2.9166666666666665,97.08333333333333
E01000116,619,16,251,283,69,0,11.147011308562197,88.8529886914378
E01000117,696,25,387,131,153,0,21.982758620689655,78.01724137931035
E01000118,754,14,345,252,143,0,18.96551724137931,81.03448275862068
E01000119,628,67,374,160,26,1,4.140127388535031,95.70063694267516
E01000120,496,17,389,78,11,1,2.217741935483871,97.58064516129032
E01000121,525,14,113,226,172,0,32.761904761904766,67.23809523809524
E01000122,519,24,428,26,41,0,7.89980732177264,92.10019267822736
E01000123,732,25,242,273,192,0,26.229508196721312,73.77049180327869
E01000124,793,17,74,275,427,0,53.84615384615385,46.15384615384615
E01000126,769,28,112,198,431,0,56.046814044213264,43.953185955786736
E01000127,516,25,107,258,126,0,24.418604651162788,75.5813953488372
E01000128,635,26,246,270,93,0,14.645669291338583,85.35433070866142
E01000129,574,19,67,145,343,0,59.756097560975604,40.243902439024396
E01000130,658,36,103,271,248,0,37.68996960486322,62.31003039513677
E01000131,713,28,311,61,313,0,43.899018232819074,56.100981767180926
E01000132,505,33,112,272,88,0,17.425742574257423,82.57425742574257
E01000133,579,36,126,298,119,0,20.552677029360964,79.44732297063904
E01000134,636,23,132,291,190,0,29.874213836477985,70.12578616352201
E01000135,626,113,229,14,270,0,43.13099041533546,56.86900958466453
E01000136,564,216,119,12,217,0,38.47517730496454,61.52482269503546
E01000137,673,11,35,96,531,0,78.90044576523032,21.099554234769688
E01000138,654,74,234,77,269,0,41.13149847094802,58.86850152905198
E01000139,542,72,128,24,318,0,58.671586715867164,41.32841328413284
E01000140,866,42,47,106,671,0,77.48267898383372,22.51732101616628
E01000141,787,19,43,184,540,1,68.61499364675984,31.257941550190598
E01000142,892,24,191,114,562,1,63.00448430493274,36.88340807174888
E01000143,678,10,104,109,453,2,66.8141592920354,32.89085545722713
E01000144,743,34,144,18,546,1,73.48586810228802,26.379542395693136
E01000145,488,47,268,32,141,0,28.893442622950822,71.10655737704919
E01000146,867,35,153,8,669,2,77.16262975778547,22.606689734717417
E01000147,559,45,452,4,57,1,10.196779964221825,89.62432915921288
E01000150,775,30,231,182,331,1,42.70967741935484,57.16129032258065
E01000151,653,17,18,120,498,0,76.26339969372128,23.736600306278714
E01000152,929,9,85,159,676,0,72.76641550053822,27.233584499461788
E01000153,742,30,100,172,440,0,59.299191374663074,40.700808625336926
E01000154,708,22,54,156,476,0,67.2316384180791,32.7683615819209
E01000156,748,25,186,133,404,0,54.01069518716578,45.98930481283423
E01000157,669,16,92,119,442,0,66.06875934230195,33.931240657698055
E01000158,547,19,119,131,277,1,50.6398537477148,49.177330895795244
E01000159,648,69,348,27,204,0,31.48148148148148,68.51851851851852
E01000160,802,35,97,184,483,3,60.22443890274314,39.40149625935162
E01000161,808,31,61,178,538,0,66.58415841584159,33.415841584158414
E01000162,551,22,257,103,169,0,30.671506352087114,69.32849364791288
E01000163,796,13,37,98,648,0,81.4070351758794,18.592964824120603
E01000164,647,22,168,98,359,0,55.486862442040184,44.513137557959816
E01000165,706,75,153,272,206,0,29.178470254957507,70.82152974504248
E01000166,653,69,318,60,206,0,31.546707503828486,68.45329249617151
E01000167,522,22,262,44,194,0,37.16475095785441,62.83524904214559
E01000168,558,142,409,2,5,0,0.8960573476702508,99.10394265232975
E01000169,695,140,152,102,301,0,43.30935251798561,56.69064748201439
E01000170,699,134,235,91,238,1,34.0486409155937,65.80829756795423
E01000171,997,21,110,143,723,0,72.51755265797392,27.482447342026077
E01000172,608,54,286,160,108,0,17.763157894736842,82.23684210526315
E01000173,608,16,113,353,126,0,20.723684210526315,79.27631578947368
E01000174,762,12,226,79,445,0,58.3989501312336,41.6010498687664
E01000175,642,65,337,108,132,0,20.5607476635514,79.43925233644859
E01000176,720,19,82,255,364,0,50.55555555555556,49.44444444444444
E01000177,691,15,95,266,315,0,45.58610709117221,54.41389290882779
E01000178,677,19,177,136,344,1,50.81240768094535,49.039881831610046
E01000179,771,13,49,206,503,0,65.23994811932555,34.760051880674446
E01000180,667,11,122,74,458,2,68.66566716641678,31.03448275862069
E01000181,685,18,128,216,322,1,47.00729927007299,52.846715328467155
E01000182,731,5,40,292,393,1,53.76196990424077,46.10123119015048
E01000183,604,46,180,64,314,0,51.98675496688742,48.01324503311258
E01000184,708,15,68,155,470,0,66.38418079096046,33.61581920903955
E01000185,644,7,15,41,580,1,90.06211180124224,9.782608695652174
E01000186,509,220,271,4,14,0,2.75049115913556,97.24950884086444
E01000187,596,112,309,49,125,1,20.973154362416107,78.85906040268456
E01000188,508,260,194,5,49,0,9.645669291338582,90.35433070866141
E01000189,981,37,43,138,763,0,77.77777777777779,22.22222222222222
E01000190,569,125,307,43,94,0,16.520210896309315,83.47978910369068
E01000191,556,167,212,11,166,0,29.856115107913666,70.14388489208633
E01000192,705,153,183,7,361,1,51.205673758865245,48.652482269503544
E01000193,711,95,265,18,332,1,46.69479606188467,53.16455696202531
E01000194,703,27,274,57,345,0,49.075391180654336,50.924608819345664
E01000195,717,28,159,189,340,1,47.41980474198048,52.440725244072524
E01000196,1091,15,44,35,997,0,91.38405132905592,8.615948670944087
E01000197,731,27,209,120,375,0,51.29958960328317,48.700410396716826
E01000198,780,87,323,26,344,0,44.1025641025641,55.8974358974359
E01000199,657,105,184,13,355,0,54.03348554033486,45.96651445966514
E01000200,875,81,144,94,556,0,63.542857142857144,36.457142857142856
E01000201,526,275,100,3,147,1,27.9467680608365,71.86311787072243
E01000202,615,103,241,7,264,0,42.926829268292686,57.073170731707314
E01000203,684,88,105,27,464,0,67.83625730994152,32.16374269005848
E01000204,694,69,234,25,366,0,52.73775216138329,47.262247838616716
E01000205,605,86,319,162,38,0,6.2809917355371905,93.71900826446281
E01000206,521,307,58,16,140,0,26.87140115163148,73.12859884836853
E01000207,646,144,227,23,252,0,39.0092879256966,60.99071207430341
E01000208,635,113,221,9,292,0,45.98425196850393,54.01574803149606
E01000209,743,54,237,311,140,1,18.842530282637952,81.0228802153432
E01000210,588,62,273,32,221,0,37.58503401360544,62.414965986394556
E01000211,926,4,85,66,771,0,83.26133909287256,16.738660907127432
E01000212,552,96,160,107,189,0,34.23913043478261,65.76086956521739
E01000213,452,225,156,4,67,0,14.823008849557523,85.17699115044249
E01000214,771,31,164,61,515,0,66.79636835278858,33.20363164721141
E01000215,706,88,185,21,412,0,58.35694050991501,41.64305949008499
E01000216,721,103,231,30,357,0,49.51456310679612,50.48543689320388
E01000217,552,126,225,29,171,1,30.978260869565215,68.84057971014492
E01000218,581,67,198,12,303,1,52.151462994836486,47.67641996557659
E01000219,659,35,162,136,326,0,49.46889226100152,50.53110773899848
E01000220,681,18,190,93,380,0,55.800293685756245,44.199706314243755
E01000221,528,35,78,77,338,0,64.01515151515152,35.984848484848484
E01000222,730,36,421,48,224,1,30.684931506849317,69.17808219178082
E01000223,747,37,139,202,369,0,49.39759036144578,50.602409638554214
E01000224,556,25,401,8,120,2,21.58273381294964,78.05755395683454
E01000225,579,159,197,5,218,0,37.65112262521589,62.34887737478411
E01000226,602,31,160,312,99,0,16.44518272425249,83.55481727574751
E01000227,599,26,527,4,42,0,7.0116861435726205,92.98831385642737
E01000228,458,94,269,50,45,0,9.82532751091703,90.17467248908298
E01000229,586,26,281,89,190,0,32.42320819112628,67.57679180887372
E01000230,659,134,337,5,183,0,27.769347496206375,72.23065250379362
E01000231,618,31,334,5,248,0,40.1294498381877,59.8705501618123
E01000232,705,119,324,80,182,0,25.81560283687943,74.18439716312056
E01000233,661,25,457,21,158,0,23.903177004538577,76.09682299546142
E01000234,676,140,211,75,250,0,36.98224852071006,63.01775147928994
E01000235,654,56,171,255,172,0,26.299694189602445,73.70030581039755
E01000236,697,62,157,2,476,0,68.29268292682927,31.70731707317073
E01000237,727,115,91,62,459,0,63.13617606602476,36.86382393397524
E01000238,645,34,166,206,239,0,37.05426356589147,62.945736434108525
E01000239,933,25,189,48,671,0,71.91854233654877,28.081457663451232
E01000240,624,44,368,7,205,0,32.8525641025641,67.1474358974359
E01000241,702,148,123,2,428,1,60.96866096866097,38.88888888888889
E01000242,595,149,117,28,300,1,50.42016806722689,49.411764705882355
E01000243,901,27,104,68,702,0,77.9134295227525,22.086570477247502
E01000244,624,75,131,92,326,0,52.243589743589745,47.756410256410255
E01000245,877,38,39,27,773,0,88.14139110604333,11.85860889395667
E01000246,644,165,287,13,179,0,27.795031055900623,72.20496894409938
E01000247,731,77,207,150,297,0,40.62927496580027,59.37072503419972
E01000248,716,42,161,270,243,0,33.93854748603352,66.06145251396647
E01000249,621,179,244,90,108,0,17.391304347826086,82.6086956521739
E01000250,1145,86,296,103,659,1,57.554585152838435,42.35807860262008
E01000251,1058,41,164,66,786,1,74.29111531190927,25.61436672967864
E01000252,792,92,210,40,450,0,56.81818181818182,43.18181818181818
E01000253,710,480,90,51,89,0,12.535211267605634,87.46478873239437
E01000254,632,162,133,259,78,0,12.341772151898734,87.65822784810126
E01000255,632,75,239,78,239,1,37.81645569620253,62.0253164556962
E01000256,677,199,209,76,192,1,28.360413589364846,71.49187592319055
E01000257,913,33,82,69,729,0,79.84665936473165,20.153340635268346
E01000258,779,113,178,123,365,0,46.85494223363286,53.14505776636713
E01000259,979,52,561,139,226,1,23.084780388151174,76.81307456588355
E01000260,839,41,321,133,344,0,41.00119189511323,58.99880810488677
E01000261,681,174,256,58,193,0,28.34067547723935,71.65932452276064
E01000263,501,361,103,22,15,0,2.9940119760479043,97.0059880239521
E01000264,716,136,133,37,410,0,57.262569832402235,42.737430167597765
E01000265,769,24,175,112,458,0,59.557867360208064,40.442132639791936
E01000266,508,181,285,19,23,0,4.52755905511811,95.47244094488188
E01000267,579,32,386,30,131,0,22.625215889464595,77.37478411053542
E01000268,932,60,108,8,755,1,81.00858369098712,18.88412017167382
E01000269,546,32,304,136,74,0,13.553113553113553,86.44688644688645
E01000270,634,88,205,44,297,0,46.845425867507885,53.154574132492115
E01000271,613,176,207,41,189,0,30.831973898858074,69.16802610114192
E01000272,499,300,96,3,100,0,20.04008016032064,79.95991983967936
E01000273,743,88,111,75,468,1,62.98788694481831,36.87752355316285
E01000274,697,33,353,46,265,0,38.02008608321377,61.979913916786224
E01000275,666,69,106,150,341,0,51.201201201201194,48.7987987987988
E01000276,496,110,379,4,2,1,0.4032258064516129,99.39516129032258
E01000277,745,28,42,52,623,0,83.6241610738255,16.375838926174495
E01000278,503,53,432,5,13,0,2.584493041749503,97.4155069582505
E01000279,507,385,77,19,26,0,5.128205128205128,94.87179487179486
E01000280,508,235,243,4,26,0,5.118110236220472,94.88188976377953
E01000281,782,31,106,234,411,0,52.55754475703325,47.44245524296675
E01000282,693,50,346,119,178,0,25.685425685425685,74.31457431457432
E01000283,477,177,293,1,6,0,1.257861635220126,98.74213836477988
E01000284,814,63,86,98,567,0,69.65601965601965,30.34398034398034
E01000285,614,100,174,189,150,1,24.429967426710096,75.4071661237785
E01000286,666,25,259,233,149,0,22.372372372372375,77.62762762762763
E01000287,611,28,271,158,154,0,25.20458265139116,74.79541734860884
E01000288,563,7,387,98,71,0,12.61101243339254,87.38898756660745
E01000289,548,19,96,284,149,0,27.189781021897808,72.8102189781022
E01000290,669,194,212,63,83,117,12.406576980568012,70.10463378176382
E01000291,619,14,178,139,286,2,46.203554119547654,53.47334410339257
E01000292,655,102,237,65,251,0,38.3206106870229,61.679389312977094
E01000293,706,96,365,61,184,0,26.062322946175637,73.93767705382436
E01000294,731,104,215,71,341,0,46.6484268125855,53.3515731874145
E01000295,651,22,169,173,287,0,44.086021505376344,55.91397849462365
E01000296,770,20,165,48,536,1,69.61038961038962,30.25974025974026
E01000297,538,11,73,205,249,0,46.28252788104089,53.71747211895911
E01000298,730,20,150,70,490,0,67.12328767123287,32.87671232876712
E01000299,905,15,91,181,616,2,68.06629834254143,31.712707182320443
E01000300,680,18,156,152,353,1,51.911764705882355,47.94117647058824
E01000301,531,51,354,17,109,0,20.527306967984934,79.47269303201506
E01000302,838,23,55,50,709,1,84.60620525059666,15.274463007159905
E01000303,533,24,305,93,111,0,20.825515947467167,79.17448405253283
E01000304,603,17,120,84,382,0,63.349917081260365,36.650082918739635
E01000305,652,35,156,25,435,1,66.71779141104295,33.12883435582822
E01000306,619,33,133,196,257,0,41.51857835218094,58.48142164781906
E01000307,551,24,262,151,113,1,20.508166969147005,79.3103448275862
E01000308,959,10,53,109,787,0,82.06465067778936,17.935349322210637
E01000309,706,204,129,15,357,1,50.56657223796034,49.29178470254957
E01000310,847,125,207,85,430,0,50.76741440377804,49.23258559622196
E01000311,517,241,139,6,131,0,25.338491295938105,74.6615087040619
E01000312,721,30,171,296,224,0,31.06796116504854,68.93203883495146
E01000313,710,43,59,92,516,0,72.67605633802818,27.323943661971832
E01000314,781,205,117,16,442,1,56.59411011523687,43.27784891165173
E01000315,634,34,223,222,155,0,24.44794952681388,75.55205047318611
E01000316,888,13,156,194,525,0,59.12162162162162,40.87837837837838
E01000317,637,19,158,61,398,1,62.48037676609105,37.362637362637365
E01000318,636,27,324,190,94,1,14.779874213836477,85.062893081761
E01000319,497,21,137,244,95,0,19.114688128772634,80.88531187122736
E01000320,812,50,176,171,414,1,50.98522167487685,48.891625615763544
E01000321,832,17,105,200,509,1,61.17788461538461,38.70192307692308
E01000322,803,33,113,25,631,1,78.58032378580324,21.29514321295143
E01000323,1020,12,96,102,810,0,79.41176470588235,20.588235294117645
E01000324,649,33,250,143,223,0,34.36055469953775,65.63944530046226
E01000325,586,25,524,8,29,0,4.948805460750854,95.05119453924915
E01000326,544,4,119,391,30,0,5.514705882352941,94.48529411764706
E01000327,624,102,415,30,76,1,12.179487179487179,87.66025641025641
E01000328,612,72,330,115,95,0,15.522875816993464,84.47712418300654
E01000329,658,32,394,63,169,0,25.6838905775076,74.3161094224924
E01000330,768,42,231,195,300,0,39.0625,60.9375
E01000331,618,18,371,115,114,0,18.446601941747574,81.55339805825243
E01000332,615,72,262,119,162,0,26.34146341463415,73.65853658536585
E01000333,810,54,108,209,438,1,54.074074074074076,45.80246913580247
E01000334,639,42,283,226,88,0,13.77151799687011,86.2284820031299
E01000335,1045,45,225,242,532,1,50.90909090909091,48.995215311004785
E01000336,793,25,84,151,533,0,67.21311475409836,32.78688524590164
E01000337,645,33,171,246,195,0,30.23255813953488,69.76744186046511
E01000338,691,51,179,253,207,1,29.956584659913172,69.8986975397974
E01000339,601,33,392,142,34,0,5.657237936772046,94.34276206322795
E01000340,626,60,248,257,61,0,9.744408945686901,90.2555910543131
E01000341,623,79,338,137,69,0,11.075441412520064,88.92455858747994
E01000342,635,13,97,436,89,0,14.015748031496065,85.98425196850393
E01000343,559,38,317,150,53,1,9.481216457960643,90.33989266547407
E01000344,637,36,395,144,62,0,9.733124018838305,90.2668759811617
E01000345,491,23,313,153,2,0,0.40733197556008144,99.59266802443992
E01000346,618,13,206,391,8,0,1.2944983818770228,98.70550161812298
E01000347,627,10,137,390,90,0,14.354066985645932,85.64593301435407
E01000348,525,79,435,8,3,0,0.5714285714285714,99.42857142857143
E01000349,657,158,449,8,41,1,6.2404870624048705,93.60730593607306
E01000350,523,5,321,169,28,0,5.353728489483748,94.64627151051626
E01000351,626,64,267,294,1,0,0.1597444089456869,99.84025559105432
E01000352,666,53,237,133,242,1,36.33633633633634,63.51351351351351
E01000353,654,107,485,58,3,1,0.45871559633027525,99.38837920489296
E01000354,610,12,328,141,128,1,20.983606557377048,78.85245901639344
E01000355,603,75,427,98,3,0,0.4975124378109453,99.50248756218906
E01000356,628,29,526,21,52,0,8.280254777070063,91.71974522292994
E01000357,488,5,478,5,0,0,0.0,100.0
E01000358,664,31,338,110,185,0,27.86144578313253,72.13855421686746
E01000359,495,22,434,8,31,0,6.262626262626263,93.73737373737374
E01000360,771,73,188,199,310,1,40.20752269779507,59.66277561608301
E01000361,601,79,303,178,41,0,6.821963394342761,93.17803660565723
E01000362,778,76,346,103,253,0,32.51928020565553,67.48071979434447
E01000363,565,168,309,25,63,0,11.150442477876107,88.84955752212389
E01000364,647,93,382,18,154,0,23.802163833075735,76.19783616692428
E01000365,706,38,336,51,281,0,39.80169971671388,60.19830028328612
E01000366,659,43,325,187,103,1,15.629742033383915,84.2185128983308
E01000367,796,20,356,190,230,0,28.894472361809044,71.10552763819096
E01000368,626,8,379,92,147,0,23.482428115015974,76.51757188498402
E01000369,629,19,359,198,53,0,8.426073131955485,91.57392686804452
E01000370,635,98,342,109,86,0,13.543307086614172,86.45669291338582
E01000371,629,20,414,45,150,0,23.84737678855326,76.15262321144675
E01000372,592,30,424,42,96,0,16.216216216216218,83.78378378378379
E01000373,461,15,42,136,268,0,58.13449023861171,41.86550976138829
E01000374,525,14,328,178,1,4,0.19047619047619047,99.04761904761905
E01000375,786,16,309,308,153,0,19.46564885496183,80.53435114503816
E01000376,612,21,306,236,49,0,8.006535947712418,91.99346405228758
E01000377,653,32,290,134,197,0,30.16845329249617,69.83154670750383
E01000379,670,73,329,208,58,2,8.656716417910449,91.04477611940298
E01000380,904,6,226,129,543,0,60.06637168141593,39.93362831858407
E01000381,656,31,339,69,217,0,33.079268292682926,66.92073170731707
E01000382,588,29,467,9,83,0,14.1156462585034,85.8843537414966
E01000383,626,122,349,108,47,0,7.507987220447284,92.49201277955271
E01000384,759,73,207,225,253,1,33.33333333333333,66.53491436100131
E01000385,785,19,186,257,323,0,41.146496815286625,58.853503184713375
E01000386,642,10,83,138,407,4,63.39563862928349,35.981308411214954
E01000387,625,30,512,29,54,0,8.64,91.36
E01000388,599,93,463,28,15,0,2.5041736227045077,97.49582637729549
E01000389,713,146,232,74,261,0,36.605890603085555,63.394109396914445
E01000390,514,83,274,96,61,0,11.86770428015564,88.13229571984435
E01000391,639,2,332,296,9,0,1.4084507042253522,98.59154929577466
E01000392,762,11,195,112,443,1,58.13648293963255,41.732283464566926
E01000393,622,27,278,284,33,0,5.305466237942122,94.69453376205787
E01000394,670,40,291,119,220,0,32.83582089552239,67.16417910447761
E01000395,548,14,427,89,18,0,3.2846715328467155,96.71532846715328
E01000396,506,3,237,261,5,0,0.9881422924901186,99.01185770750988
E01000398,609,26,392,190,1,0,0.16420361247947454,99.83579638752053
E01000399,620,54,394,39,133,0,21.451612903225804,78.54838709677419
E01000400,592,11,449,28,104,0,17.56756756756757,82.43243243243244
E01000401,690,16,356,137,181,0,26.231884057971016,73.76811594202898
E01000402,652,72,117,128,335,0,51.380368098159515,48.61963190184049
E01000403,1060,46,202,84,728,0,68.67924528301886,31.32075471698113
E01000404,991,15,50,171,755,0,76.18567103935419,23.81432896064581
E01000405,564,27,155,315,67,0,11.879432624113475,88.12056737588652
E01000406,788,42,183,321,241,1,30.583756345177665,69.28934010152284
E01000407,759,136,235,145,243,0,32.015810276679844,67.98418972332016
E01000408,585,43,129,375,33,5,5.641025641025641,93.5042735042735
E01000409,654,11,637,2,4,0,0.6116207951070336,99.38837920489296
E01000410,598,19,223,319,36,1,6.0200668896321075,93.81270903010034
E01000411,553,9,257,285,1,1,0.18083182640144665,99.63833634719711
E01000412,642,23,293,248,77,1,11.993769470404985,87.85046728971963
E01000413,523,8,230,246,39,0,7.45697896749522,92.54302103250478
E01000414,729,42,385,49,253,0,34.705075445816185,65.29492455418381
E01000415,516,22,464,30,0,0,0.0,100.0
E01000416,510,30,134,292,54,0,10.588235294117647,89.41176470588236
E01000417,704,83,236,68,317,0,45.028409090909086,54.97159090909091
E01000418,725,97,141,305,180,2,24.82758620689655,74.89655172413792
E01000419,583,20,379,172,11,1,1.8867924528301887,97.94168096054888
E01000420,592,58,367,78,89,0,15.033783783783782,84.96621621621621
E01000421,598,25,552,18,2,1,0.33444816053511706,99.49832775919732
E01000422,501,13,27,101,360,0,71.8562874251497,28.143712574850298
E01000423,606,20,529,10,47,0,7.755775577557755,92.24422442244224
E01000424,749,198,175,44,332,0,44.32576769025367,55.67423230974633
E01000425,606,49,530,18,9,0,1.4851485148514851,98.51485148514851
E01000426,708,44,221,251,192,0,27.11864406779661,72.88135593220339
E01000427,907,55,303,157,392,0,43.2194046306505,56.780595369349506
E01000428,910,58,64,33,755,0,82.96703296703298,17.032967032967033
E01000429,709,19,77,267,346,0,48.801128349788435,51.198871650211565
E01000430,706,15,331,267,93,0,13.172804532577903,86.82719546742209
E01000431,431,9,84,254,84,0,19.489559164733176,80.51044083526682
E01000433,712,33,211,130,337,1,47.331460674157306,52.52808988764045
E01000434,575,22,127,318,108,0,18.782608695652172,81.21739130434783
E01000435,585,12,235,90,248,0,42.39316239316239,57.6068376068376
E01000436,622,12,581,10,19,0,3.054662379421222,96.94533762057877
E01000437,503,31,376,87,9,0,1.7892644135188867,98.2107355864811
E01000438,602,33,154,375,40,0,6.64451827242525,93.35548172757476
E01000439,515,17,131,290,77,0,14.951456310679612,85.04854368932038
E01000440,514,35,394,83,2,0,0.38910505836575876,99.61089494163424
E01000441,700,55,190,202,253,0,36.142857142857146,63.857142857142854
E01000442,625,22,499,50,54,0,8.64,91.36
E01000443,517,21,212,238,46,0,8.897485493230175,91.10251450676982
E01000444,633,404,160,31,38,0,6.003159557661927,93.99684044233807
E01000445,673,108,417,99,49,0,7.280832095096583,92.71916790490341
E01000446,596,7,139,430,20,0,3.3557046979865772,96.64429530201343
E01000447,881,53,197,284,347,0,39.38706015891033,60.61293984108968
E01000448,511,198,239,64,10,0,1.9569471624266144,98.04305283757338
E01000449,643,221,269,6,147,0,22.86158631415241,77.13841368584758
E01000450,634,21,469,35,109,0,17.19242902208202,82.80757097791798
E01000451,623,9,590,12,12,0,1.9261637239165328,98.07383627608347
E01000452,493,10,462,10,11,0,2.231237322515213,97.76876267748479
E01000453,513,6,469,13,25,0,4.8732943469785575,95.12670565302143
E01000454,631,13,287,209,122,0,19.334389857369256,80.66561014263075
E01000455,620,14,565,18,23,0,3.7096774193548385,96.29032258064515
E01000456,482,2,471,3,6,0,1.2448132780082988,98.7551867219917
E01000457,995,57,88,212,637,1,64.02010050251256,35.879396984924625
E01000458,684,171,197,71,244,1,35.67251461988304,64.18128654970761
E01000459,881,145,135,67,534,0,60.61293984108968,39.38706015891033
E01000460,483,167,227,35,54,0,11.180124223602485,88.81987577639751
E01000461,572,18,473,74,7,0,1.2237762237762237,98.77622377622379
E01000462,833,42,187,144,460,0,55.22208883553421,44.77791116446579
E01000463,454,53,151,247,3,0,0.6607929515418502,99.33920704845815
E01000464,552,29,44,264,215,0,38.94927536231884,61.050724637681164
E01000465,729,22,44,207,456,0,62.55144032921811,37.4485596707819
E01000466,600,18,60,219,302,1,50.33333333333333,49.5
E01000467,594,32,109,252,201,0,33.83838383838384,66.16161616161617
E01000468,943,57,230,447,207,2,21.951219512195124,77.83669141039236
E01000469,639,34,110,318,177,0,27.699530516431924,72.30046948356808
E01000470,529,20,24,91,394,0,74.48015122873346,25.51984877126654
E01000471,494,30,181,253,29,1,5.870445344129554,93.92712550607287
E01000472,915,13,42,90,769,1,84.04371584699454,15.846994535519126
E01000473,787,62,114,108,501,2,63.6594663278272,36.0864040660737
E01000474,520,32,238,131,119,0,22.884615384615383,77.11538461538461
E01000475,615,32,116,212,254,1,41.300813008130085,58.536585365853654
E01000476,554,53,172,243,86,0,15.523465703971121,84.47653429602889
E01000477,681,52,117,104,407,1,59.76505139500734,40.08810572687225
E01000478,715,45,173,196,301,0,42.09790209790209,57.90209790209791
E01000479,514,218,240,2,53,1,10.311284046692606,89.49416342412452
E01000480,514,288,156,9,61,0,11.86770428015564,88.13229571984435
E01000481,601,95,21,43,442,0,73.5440931780366,26.455906821963392
E01000483,657,21,54,96,485,1,73.82039573820396,26.027397260273972
E01000484,614,51,161,167,235,0,38.273615635179155,61.72638436482085
E01000485,532,57,191,39,245,0,46.05263157894737,53.94736842105263
E01000486,520,56,421,6,36,1,6.923076923076923,92.88461538461539
E01000487,697,93,203,3,398,0,57.10186513629842,42.89813486370158
E01000488,552,120,74,15,343,0,62.13768115942029,37.86231884057971
E01000489,688,60,128,55,445,0,64.68023255813954,35.31976744186046
E01000490,887,17,17,6,847,0,95.49041713641489,4.509582863585118
E01000491,864,100,86,31,644,3,74.53703703703704,25.115740740740737
E01000492,449,30,138,129,152,0,33.85300668151447,66.14699331848553
E01000493,564,14,296,108,146,0,25.886524822695034,74.11347517730496
E01000494,719,40,72,22,584,1,81.22392211404728,18.636995827538247
E01000495,783,26,16,2,738,1,94.25287356321839,5.61941251596424
E01000497,684,48,228,136,272,0,39.76608187134503,60.23391812865497
E01000498,514,46,88,256,122,2,23.73540856031128,75.87548638132296
E01000499,584,27,221,81,254,1,43.49315068493151,56.33561643835616
E01000501,760,15,83,80,582,0,76.57894736842105,23.42105263157895
E01000502,657,28,209,42,377,1,57.3820395738204,42.465753424657535
E01000503,776,86,302,87,299,2,38.53092783505155,61.21134020618557
E01000504,696,20,128,89,457,2,65.66091954022988,34.05172413793103
E01000505,571,24,294,35,218,0,38.17863397548161,61.82136602451839
E01000506,665,22,63,85,495,0,74.43609022556392,25.563909774436087
E01000507,513,41,259,103,110,0,21.44249512670565,78.55750487329435
E01000508,864,39,82,240,502,1,58.10185185185185,41.782407407407405
E01000509,454,32,147,175,100,0,22.026431718061673,77.97356828193833
E01000510,577,26,213,58,278,2,48.18024263431543,51.47313691507799
E01000511,560,28,153,83,295,1,52.67857142857143,47.14285714285714
E01000512,651,15,115,295,226,0,34.715821812596005,65.284178187404
E01000513,469,22,412,5,30,0,6.396588486140725,93.60341151385929
E01000514,496,15,197,108,175,1,35.28225806451613,64.51612903225806
E01000515,646,31,83,58,474,0,73.37461300309597,26.625386996904027
E01000516,750,53,190,173,334,0,44.53333333333334,55.46666666666666
E01000517,488,26,369,10,81,2,16.598360655737704,82.99180327868852
E01000518,628,30,309,131,157,1,25.0,74.84076433121018
E01000519,630,48,289,16,276,1,43.80952380952381,56.03174603174603
E01000520,609,35,183,55,336,0,55.172413793103445,44.827586206896555
E01000521,920,16,66,64,773,1,84.02173913043478,15.869565217391305
E01000522,698,22,91,66,519,0,74.35530085959886,25.644699140401144
E01000523,863,24,62,156,621,0,71.9582850521437,28.041714947856317
E01000524,988,15,56,51,862,4,87.24696356275304,12.348178137651821
E01000525,759,9,43,60,646,1,85.11198945981555,14.756258234519104
E01000526,809,32,68,186,521,2,64.40049443757727,35.35228677379481
E01000527,734,20,61,174,478,1,65.12261580381471,34.74114441416894
